symbol,sector,water_intensity,water_targets,env_score,social_score,gov_score,country
QRHC,Industrials,,,,,,UNITED STATES
QRVO,Technology,,,,,,UNITED STATES
QS,Consumer Cyclical,,,,,,UNITED STATES
QSEA,Financial Services,,,,,,UNITED STATES
QSEAR,,,,,,,UNITED STATES
QSEAU,Financial Services,,,,,,UNITED STATES
QSG,Consumer Cyclical,,,,,,CHINA
QSI,Healthcare,,,,,,UNITED STATES
QSIAW,Healthcare,,,,,,UNITED STATES
QSR,Consumer Cyclical,,,,,,UNITED STATES
QSU,,,,,,,UNITED STATES
QTRX,Healthcare,,,,,,UNITED STATES
QTTB,Healthcare,,,,,,UNITED STATES
QTWO,Technology,,,,,,UNITED STATES
QUAD,Industrials,,,,,,UNITED STATES
QUBT,Technology,,,,,,UNITED STATES
QUIK,Technology,,,,,,UNITED STATES
QUMS,Financial Services,,,,,,UNITED STATES
QUMSR,,,,,,,UNITED STATES
QUMSU,Financial Services,,,,,,UNITED STATES
QURE,Healthcare,,,,,,NETHERLANDS
QVCGA,Consumer Cyclical,,,,,,UNITED STATES
QVCGP,Consumer Cyclical,,,,,,UNITED STATES
QXO,Industrials,,,,,,UNITED STATES
R,Industrials,,,,,,UNITED STATES
RAAQ,Financial Services,,,,,,UNITED STATES
RAAQU,Financial Services,,,,,,UNITED STATES
RAAQW,Financial Services,,,,,,UNITED STATES
RACE,Consumer Cyclical,,,,,,ITALY
RAIL,Industrials,,,,,,UNITED STATES
RAINW,Industrials,,,,,,UNITED STATES
RAMP,Technology,,,,,,UNITED STATES
RAND,Financial Services,,,,,,UNITED STATES
RANG,Financial Services,,,,,,UNITED STATES
RANGR,,,,,,,UNITED STATES
RANGU,Financial Services,,,,,,UNITED STATES
RANI,Healthcare,,,,,,UNITED STATES
RAPP,Healthcare,,,,,,UNITED STATES
RAPT,Healthcare,,,,,,UNITED STATES
RARE,Healthcare,,,,,,UNITED STATES
RAVE,Consumer Cyclical,,,,,,UNITED STATES
RAY,Consumer Defensive,,,,,,HONG KONG
RAYA,Industrials,,,,,,CHINA
RBA,Industrials,,,,,,UNITED STATES
RBB,Financial Services,,,,,,UNITED STATES
RBBN,Technology,,,,,,UNITED STATES
RBC,Industrials,,,,,,UNITED STATES
RBCAA,Financial Services,,,,,,UNITED STATES
RBKB,Financial Services,,,,,,UNITED STATES
RBLX,Communication Services,,,,,,UNITED STATES
RBNE,Energy,,,,,,CYPRUS
RBOT,Healthcare,,,,,,UNITED STATES
RBRK,Technology,,,,,,UNITED STATES
RC,Real Estate,,,,,,UNITED STATES
RCAT,Industrials,,,,,,UNITED STATES
RCEL,Healthcare,,,,,,UNITED STATES
RCI,Communication Services,,,,,,CANADA
RCKT,Healthcare,,,,,,UNITED STATES
RCKY,Consumer Cyclical,,,,,,UNITED STATES
RCL,Consumer Cyclical,,,,,,UNITED STATES
RCLO,,,,,,,UNITED STATES
RCMT,Industrials,,,,,,UNITED STATES
RCON,Energy,,,,,,CHINA
RCT,Technology,,,,,,UNITED KINGDOM
RCUS,Healthcare,,,,,,UNITED STATES
RDAC,Financial Services,,,,,,CHINA
RDACR,,,,,,,CHINA
RDACU,Financial Services,,,,,,CHINA
RDAG,Financial Services,,,,,,UNITED STATES
RDAGU,Financial Services,,,,,,UNITED STATES
RDAGW,Financial Services,,,,,,UNITED STATES
RDCM,Communication Services,,,,,,ISRAEL
RDDT,Communication Services,,,,,,UNITED STATES
RDGT,Healthcare,,,,,,CHINA
RDHL,Healthcare,,,,,,ISRAEL
RDI,Communication Services,,,,,,UNITED STATES
RDIB,Communication Services,,,,,,UNITED STATES
RDN,Financial Services,,,,,,UNITED STATES
RDNT,Healthcare,,,,,,UNITED STATES
RDNW,Consumer Cyclical,,,,,,UNITED STATES
RDVT,Technology,,,,,,UNITED STATES
RDW,Industrials,,,,,,UNITED STATES
RDWR,Technology,,,,,,ISRAEL
RDY,Healthcare,,,,,,INDIA
RDZN,Technology,,,,,,UNITED STATES
RDZNW,Technology,,,,,,UNITED STATES
REAL,Consumer Cyclical,,,,,,UNITED STATES
REAX,Real Estate,,,,,,UNITED STATES
REBN,Consumer Cyclical,,,,,,UNITED STATES
RECT,Consumer Cyclical,,,,,,SINGAPORE
REE,Consumer Cyclical,,,,,,ISRAEL
REFI,Real Estate,,,,,,UNITED STATES
REFR,Technology,,,,,,UNITED STATES
REG,Real Estate,,,,,,UNITED STATES
REGCO,Real Estate,,,,,,UNITED STATES
REGCP,Real Estate,,,,,,UNITED STATES
REGN,Healthcare,,,,,,UNITED STATES
REI,Energy,,,,,,UNITED STATES
REKR,Technology,,,,,,UNITED STATES
RELI,Financial Services,,,,,,UNITED STATES
RELIW,Financial Services,,,,,,UNITED STATES
RELL,Technology,,,,,,UNITED STATES
RELX,Industrials,,,,,,UNITED KINGDOM
RELY,Technology,,,,,,UNITED STATES
RENB,Healthcare,,,,,,UNITED STATES
RENT,Consumer Cyclical,,,,,,UNITED STATES
REPL,Healthcare,,,,,,UNITED STATES
REPX,Energy,,,,,,UNITED STATES
RERE,Consumer Cyclical,,,,,,CHINA
RES,Energy,,,,,,UNITED STATES
RETO,Basic Materials,,,,,,CHINA
REVB,Healthcare,,,,,,UNITED STATES
REVBW,Healthcare,,,,,,UNITED STATES
REVG,Industrials,,,,,,UNITED STATES
REX,Basic Materials,,,,,,UNITED STATES
REXR,Real Estate,,,,,,UNITED STATES
REYN,Consumer Cyclical,,,,,,UNITED STATES
REZI,Industrials,,,,,,UNITED STATES
RF,Financial Services,,,,,,UNITED STATES
RFAI,Financial Services,,,,,,SINGAPORE
RFAIR,,,,,,,SINGAPORE
RFAIU,Financial Services,,,,,,SINGAPORE
RFIL,Industrials,,,,,,UNITED STATES
RFL,Real Estate,,,,,,UNITED STATES
RFM,Financial Services,,,,,,UNITED STATES
RFMZ,Financial Services,,,,,,UNITED STATES
RGA,Financial Services,,,,,,UNITED STATES
RGC,Healthcare,,,,,,HONG KONG
RGCO,Utilities,,,,,,UNITED STATES
RGEN,Healthcare,,,,,,UNITED STATES
RGLD,Basic Materials,,,,,,UNITED STATES
RGNX,Healthcare,,,,,,UNITED STATES
RGP,Industrials,,,,,,UNITED STATES
RGR,Industrials,,,,,,UNITED STATES
RGTI,Technology,,,,,,UNITED STATES
RGTIW,Technology,,,,,,UNITED STATES
RH,Consumer Cyclical,,,,,,UNITED STATES
RHI,Industrials,,,,,,UNITED STATES
RHLD,Industrials,,,,,,UNITED STATES
RHP,Real Estate,,,,,,UNITED STATES
RIBB,Financial Services,,,,,,JAPAN
RIBBR,,,,,,,JAPAN
RIBBU,Financial Services,,,,,,JAPAN
RICK,Consumer Cyclical,,,,,,UNITED STATES
RIG,Energy,,,,,,SWITZERLAND
RIGL,Healthcare,,,,,,UNITED STATES
RILY,Financial Services,,,,,,UNITED STATES
RILYL,Financial Services,,,,,,UNITED STATES
RILYP,Financial Services,,,,,,UNITED STATES
RIME,Technology,,,,,,UNITED STATES
RIO,Basic Materials,,,,,,UNITED KINGDOM
RIOT,Financial Services,,,,,,UNITED STATES
RITM,Real Estate,,,,,,UNITED STATES
RITR,Industrials,,,,,,HONG KONG
RIVN,Consumer Cyclical,,,,,,UNITED STATES
RJF,Financial Services,,,,,,UNITED STATES
RKDA,Consumer Defensive,,,,,,UNITED STATES
RKLB,Industrials,,,,,,UNITED STATES
RKT,Financial Services,,,,,,UNITED STATES
RL,Consumer Cyclical,,,,,,UNITED STATES
RLAY,Healthcare,,,,,,UNITED STATES
RLGT,Industrials,,,,,,UNITED STATES
RLI,Financial Services,,,,,,UNITED STATES
RLJ,Real Estate,,,,,,UNITED STATES
RLMD,Healthcare,,,,,,UNITED STATES
RLTY,Financial Services,,,,,,UNITED STATES
RLX,Consumer Defensive,,,,,,CHINA
RLYB,Healthcare,,,,,,UNITED STATES
RM,Financial Services,,,,,,UNITED STATES
RMAX,Real Estate,,,,,,UNITED STATES
RMBI,Financial Services,,,,,,UNITED STATES
RMBS,Technology,,,,,,UNITED STATES
RMCF,Consumer Defensive,,,,,,UNITED STATES
RMCO,Financial Services,,,,,,UNITED STATES
RMCOW,Financial Services,,,,,,UNITED STATES
RMD,Healthcare,,,,,,UNITED STATES
RMI,Financial Services,,,,,,UNITED STATES
RMM,Financial Services,,,,,,UNITED STATES
RMMZ,Financial Services,,,,,,UNITED STATES
RMNI,Technology,,,,,,UNITED STATES
RMR,Real Estate,,,,,,UNITED STATES
RMTI,Healthcare,,,,,,UNITED STATES
RNA,Healthcare,,,,,,UNITED STATES
RNAC,Healthcare,,,,,,UNITED STATES
RNAZ,Healthcare,,,,,,UNITED STATES
RNG,Technology,,,,,,UNITED STATES
RNGR,Energy,,,,,,UNITED STATES
RNR,Financial Services,,,,,,BERMUDA
RNST,Financial Services,,,,,,UNITED STATES
RNTX,Healthcare,,,,,,UNITED STATES
RNW,Utilities,,,,,,UNITED KINGDOM
RNWWW,Utilities,,,,,,UNITED KINGDOM
RNXT,Healthcare,,,,,,UNITED STATES
ROAD,Industrials,,,,,,UNITED STATES
ROCK,Industrials,,,,,,UNITED STATES
ROG,Technology,,,,,,UNITED STATES
ROIV,Healthcare,,,,,,UNITED KINGDOM
ROK,Industrials,,,,,,UNITED STATES
ROKU,Communication Services,,,,,,UNITED STATES
ROL,Consumer Cyclical,,,,,,UNITED STATES
ROLR,Consumer Cyclical,,,,,,UNITED STATES
ROMA,Industrials,,,,,,HONG KONG
ROOT,Financial Services,,,,,,UNITED STATES
ROP,Technology,,,,,,UNITED STATES
ROST,Consumer Cyclical,,,,,,UNITED STATES
RPAY,Technology,,,,,,UNITED STATES
RPD,Technology,,,,,,UNITED STATES
RPGL,Technology,,,,,,SINGAPORE
RPID,Healthcare,,,,,,UNITED STATES
RPM,Basic Materials,,,,,,UNITED STATES
RPRX,Healthcare,,,,,,UNITED STATES
RPT,Real Estate,,,,,,UNITED STATES
RPTX,Healthcare,,,,,,CANADA
RR,Industrials,,,,,,UNITED STATES
RRBI,Financial Services,,,,,,UNITED STATES
RRC,Energy,,,,,,UNITED STATES
RRGB,Consumer Cyclical,,,,,,UNITED STATES
RRR,Consumer Cyclical,,,,,,UNITED STATES
RRX,Industrials,,,,,,UNITED STATES
RS,Basic Materials,,,,,,UNITED STATES
RSG,Industrials,,,,,,UNITED STATES
RSI,Consumer Cyclical,,,,,,UNITED STATES
RSKD,Technology,,,,,,UNITED STATES
RSSS,Technology,,,,,,UNITED STATES
RSVR,Communication Services,,,,,,UNITED STATES
RSVRW,Communication Services,,,,,,UNITED STATES
RTAC,Financial Services,,,,,,UNITED STATES
RTACU,Financial Services,,,,,,UNITED STATES
RTACW,Financial Services,,,,,,UNITED STATES
RTO,Industrials,,,,,,UNITED KINGDOM
RTX,Industrials,,,,,,UNITED STATES
RUBI,Industrials,,,,,,MARSHALL ISLANDS
RUM,Communication Services,,,,,,UNITED STATES
RUMBW,Communication Services,,,,,,UNITED STATES
RUN,Technology,,,,,,UNITED STATES
RUSHA,Consumer Cyclical,,,,,,UNITED STATES
RUSHB,Consumer Cyclical,,,,,,UNITED STATES
RVLV,Consumer Cyclical,,,,,,UNITED STATES
RVMD,Healthcare,,,,,,UNITED STATES
RVMDW,Healthcare,,,,,,UNITED STATES
RVP,Healthcare,,,,,,UNITED STATES
RVPH,Healthcare,,,,,,UNITED STATES
RVPHW,Healthcare,,,,,,UNITED STATES
RVSB,Financial Services,,,,,,UNITED STATES
RVSN,Industrials,,,,,,ISRAEL
RVSNW,Industrials,,,,,,ISRAEL
RVTY,Healthcare,,,,,,UNITED STATES
RVYL,Technology,,,,,,UNITED STATES
RWAY,Financial Services,,,,,,UNITED STATES
RWT,Real Estate,,,,,,UNITED STATES
RWTP,,,,,,,UNITED STATES
RXO,Industrials,,,,,,UNITED STATES
RXRX,Healthcare,,,,,,UNITED STATES
RXST,Healthcare,,,,,,UNITED STATES
RXT,Technology,,,,,,UNITED STATES
RY,Financial Services,,,,,,CANADA
RYAAY,Industrials,,,,,,IRELAND
RYAM,Basic Materials,,,,,,UNITED STATES
RYAN,Financial Services,,,,,,UNITED STATES
RYDE,Technology,,,,,,SINGAPORE
RYET,Consumer Defensive,,,,,,CHINA
RYI,Industrials,,,,,,UNITED STATES
RYM,Consumer Defensive,,,,,,UNITED STATES
RYN,Real Estate,,,,,,UNITED STATES
RYOJ,Industrials,,,,,,JAPAN
RYTM,Healthcare,,,,,,UNITED STATES
RZB,,,,,,,UNITED STATES
RZLT,Healthcare,,,,,,UNITED STATES
RZLV,Technology,,,,,,UNITED KINGDOM
RZLVW,Technology,,,,,,UNITED KINGDOM
S,Technology,,,,,,UNITED STATES
SA,Basic Materials,,,,,,CANADA
SABR,Technology,,,,,,UNITED STATES
SABS,Healthcare,,,,,,UNITED STATES
SABSW,Healthcare,,,,,,UNITED STATES
SACH,Real Estate,,,,,,UNITED STATES
SAFE,Real Estate,,,,,,UNITED STATES
SAFT,Financial Services,,,,,,UNITED STATES
SAFX,Utilities,,,,,,UNITED STATES
SAGT,Technology,,,,,,MALAYSIA
SAH,Consumer Cyclical,,,,,,UNITED STATES
SAIA,Industrials,,,,,,UNITED STATES
SAIC,Technology,,,,,,UNITED STATES
SAIH,Technology,,,,,,SINGAPORE
SAIHW,Technology,,,,,,SINGAPORE
SAIL,Technology,,,,,,UNITED STATES
SAM,Consumer Defensive,,,,,,UNITED STATES
SAMG,Financial Services,,,,,,UNITED STATES
SAN,Financial Services,,,,,,SPAIN
SANA,Healthcare,,,,,,UNITED STATES
SANG,Technology,,,,,,CANADA
SANM,Technology,,,,,,UNITED STATES
SAP,Technology,,,,,,GERMANY
SAR,Financial Services,,,,,,UNITED STATES
SARO,Industrials,,,,,,UNITED STATES
SATL,Industrials,,,,,,UNITED STATES
SATLW,Industrials,,,,,,UNITED STATES
SATS,Communication Services,,,,,,UNITED STATES
SAVA,Healthcare,,,,,,UNITED STATES
SB,Industrials,,,,,,MONACO
SBAC,Real Estate,,,,,,UNITED STATES
SBC,Industrials,,,,,,UNITED STATES
SBCF,Financial Services,,,,,,UNITED STATES
SBCWW,Industrials,,,,,,UNITED STATES
SBDS,Consumer Cyclical,,,,,,UNITED STATES
SBET,Consumer Cyclical,,,,,,UNITED STATES
SBEV,Consumer Defensive,,,,,,UNITED STATES
SBFG,Financial Services,,,,,,UNITED STATES
SBFM,Healthcare,,,,,,UNITED STATES
SBFMW,Healthcare,,,,,,UNITED STATES
SBGI,Communication Services,,,,,,UNITED STATES
SBH,Consumer Cyclical,,,,,,UNITED STATES
SBIGW,Technology,,,,,,UNITED STATES
SBLK,Industrials,,,,,,GREECE
SBLX,Consumer Cyclical,,,,,,UNITED STATES
SBR,Energy,,,,,,UNITED STATES
SBRA,Real Estate,,,,,,UNITED STATES
SBS,Utilities,,,,,,BRAZIL
SBSI,Financial Services,,,,,,UNITED STATES
SBSW,Basic Materials,,,,,,SOUTH AFRICA
SBUX,Consumer Cyclical,,,,,,UNITED STATES
SBXD,Financial Services,,,,,,UNITED STATES
SCAG,Industrials,,,,,,CHINA
SCAGW,Industrials,,,,,,CHINA
SCCO,Basic Materials,,,,,,UNITED STATES
SCHL,Communication Services,,,,,,UNITED STATES
SCHW,Financial Services,,,,,,UNITED STATES
SCI,Consumer Cyclical,,,,,,UNITED STATES
SCKT,Technology,,,,,,UNITED STATES
SCL,Basic Materials,,,,,,UNITED STATES
SCLX,Healthcare,,,,,,UNITED STATES
SCLXW,Healthcare,,,,,,UNITED STATES
SCM,Financial Services,,,,,,UNITED STATES
SCNI,Healthcare,,,,,,ISRAEL
SCNX,Healthcare,,,,,,UNITED STATES
SCOR,Communication Services,,,,,,UNITED STATES
SCPX,Healthcare,,,,,,UNITED STATES
SCS,Consumer Cyclical,,,,,,UNITED STATES
SCSC,Technology,,,,,,UNITED STATES
SCVL,Consumer Cyclical,,,,,,UNITED STATES
SCWO,Industrials,,,,,,UNITED STATES
SCYX,Healthcare,,,,,,UNITED STATES
SD,Energy,,,,,,UNITED STATES
SDA,Consumer Cyclical,,,,,,CHINA
SDGR,Healthcare,,,,,,UNITED STATES
SDHC,Real Estate,,,,,,UNITED STATES
SDHI,Financial Services,,,,,,UNITED STATES
SDHIR,,,,,,,UNITED STATES
SDHIU,Financial Services,,,,,,UNITED STATES
SDHY,Financial Services,,,,,,UNITED STATES
SDM,Communication Services,,,,,,SINGAPORE
SDOT,Consumer Defensive,,,,,,UNITED STATES
SDRL,Energy,,,,,,BERMUDA
SDST,Industrials,,,,,,UNITED STATES
SDSTW,Industrials,,,,,,UNITED STATES
SE,Consumer Cyclical,,,,,,SINGAPORE
SEAT,Communication Services,,,,,,UNITED STATES
SEATW,Communication Services,,,,,,UNITED STATES
SEB,Industrials,,,,,,UNITED STATES
SEDG,Technology,,,,,,ISRAEL
SEE,Consumer Cyclical,,,,,,UNITED STATES
SEED,Basic Materials,,,,,,CHINA
SEER,Healthcare,,,,,,UNITED STATES
SEGG,Consumer Cyclical,,,,,,UNITED STATES
SEI,Energy,,,,,,UNITED STATES
SEIC,Financial Services,,,,,,UNITED STATES
SELF,Real Estate,,,,,,UNITED STATES
SELX,Technology,,,,,,TAIWAN
SEM,Healthcare,,,,,,UNITED STATES
SEMR,Technology,,,,,,UNITED STATES
SENEA,Consumer Defensive,,,,,,UNITED STATES
SENEB,Consumer Defensive,,,,,,UNITED STATES
SENS,Healthcare,,,,,,UNITED STATES
SEPN,Healthcare,,,,,,UNITED STATES
SER,Healthcare,,,,,,UNITED STATES
SERA,Healthcare,,,,,,UNITED STATES
SERV,Industrials,,,,,,UNITED STATES
SES,Consumer Cyclical,,,,,,UNITED STATES
SEVN,Real Estate,,,,,,UNITED STATES
SEZL,Financial Services,,,,,,UNITED STATES
SF,Financial Services,,,,,,UNITED STATES
SFBC,Financial Services,,,,,,UNITED STATES
SFBS,Financial Services,,,,,,UNITED STATES
SFD,Consumer Defensive,,,,,,UNITED STATES
SFHG,Industrials,,,,,,HONG KONG
SFIX,Consumer Cyclical,,,,,,UNITED STATES
SFL,Industrials,,,,,,BERMUDA
SFM,Consumer Defensive,,,,,,UNITED STATES
SFNC,Financial Services,,,,,,UNITED STATES
SFRT,Real Estate,,,,,,UNITED STATES
SFRTW,Real Estate,,,,,,UNITED STATES
SFST,Financial Services,,,,,,UNITED STATES
SFWL,Industrials,,,,,,CHINA
SG,Consumer Cyclical,,,,,,UNITED STATES
SGA,Communication Services,,,,,,UNITED STATES
SGBX,Industrials,,,,,,UNITED STATES
SGC,Consumer Cyclical,,,,,,UNITED STATES
SGD,Real Estate,,,,,,UNITED STATES
SGHC,Consumer Cyclical,,,,,,GUERNSEY
SGHT,Healthcare,,,,,,UNITED STATES
SGI,Consumer Cyclical,,,,,,UNITED STATES
SGLY,Industrials,,,,,,UNITED STATES
SGML,Basic Materials,,,,,,BRAZIL
SGMO,Healthcare,,,,,,UNITED STATES
SGMT,Healthcare,,,,,,UNITED STATES
SGN,Technology,,,,,,UNITED STATES
SGRP,Industrials,,,,,,UNITED STATES
SGRY,Healthcare,,,,,,UNITED STATES
SGU,Energy,,,,,,UNITED STATES
SHAK,Consumer Cyclical,,,,,,UNITED STATES
SHBI,Financial Services,,,,,,UNITED STATES
SHC,Healthcare,,,,,,UNITED STATES
SHCO,Consumer Cyclical,,,,,,UNITED KINGDOM
SHEL,Energy,,,,,,UNITED KINGDOM
SHEN,Communication Services,,,,,,UNITED STATES
SHFS,Financial Services,,,,,,UNITED STATES
SHFSW,Financial Services,,,,,,UNITED STATES
SHG,Financial Services,,,,,,SOUTH KOREA
SHIM,Industrials,,,,,,UNITED STATES
SHIP,Industrials,,,,,,GREECE
SHLS,Technology,,,,,,UNITED STATES
SHMD,Industrials,,,,,,GERMANY
SHMDW,Industrials,,,,,,GERMANY
SHO,Real Estate,,,,,,UNITED STATES
SHOO,Consumer Cyclical,,,,,,UNITED STATES
SHOP,Technology,,,,,,CANADA
SHOT,Consumer Defensive,,,,,,UNITED STATES
SHOTW,Consumer Defensive,,,,,,UNITED STATES
SHPH,Healthcare,,,,,,UNITED STATES
SHW,Basic Materials,,,,,,UNITED STATES
SIBN,Healthcare,,,,,,UNITED STATES
SID,Basic Materials,,,,,,BRAZIL
SIDU,Industrials,,,,,,UNITED STATES
SIEB,Financial Services,,,,,,UNITED STATES
SIF,Industrials,,,,,,UNITED STATES
SIFY,Communication Services,,,,,,INDIA
SIFYR,,,,,,,INDIA
SIG,Consumer Cyclical,,,,,,BERMUDA
SIGA,Healthcare,,,,,,UNITED STATES
SIGI,Financial Services,,,,,,UNITED STATES
SIGIP,Financial Services,,,,,,UNITED STATES
SII,Financial Services,,,,,,CANADA
SILC,Technology,,,,,,ISRAEL
SIM,Basic Materials,,,,,,MEXICO
SIMA,Financial Services,,,,,,UNITED STATES
SIMAU,Financial Services,,,,,,UNITED STATES
SIMAW,Financial Services,,,,,,UNITED STATES
SIMO,Technology,,,,,,HONG KONG
SINT,Healthcare,,,,,,UNITED STATES
SION,Healthcare,,,,,,UNITED STATES
SIRI,Communication Services,,,,,,UNITED STATES
SISI,Consumer Defensive,,,,,,CHINA
SITC,Real Estate,,,,,,UNITED STATES
SITE,Industrials,,,,,,UNITED STATES
SITM,Technology,,,,,,UNITED STATES
SJ,Communication Services,,,,,,CHINA
SJM,Consumer Defensive,,,,,,UNITED STATES
SJT,Energy,,,,,,UNITED STATES
SKBL,Industrials,,,,,,HONG KONG
SKE,Basic Materials,,,,,,CANADA
SKIL,Consumer Defensive,,,,,,UNITED STATES
SKIN,Consumer Defensive,,,,,,UNITED STATES
SKK,Industrials,,,,,,SINGAPORE
SKLZ,Communication Services,,,,,,UNITED STATES
SKM,Communication Services,,,,,,SOUTH KOREA
SKT,Real Estate,,,,,,UNITED STATES
SKWD,Financial Services,,,,,,UNITED STATES
SKY,Consumer Cyclical,,,,,,UNITED STATES
SKYE,Healthcare,,,,,,UNITED STATES
SKYH,Real Estate,,,,,,UNITED STATES
SKYQ,Energy,,,,,,UNITED STATES
SKYT,Technology,,,,,,UNITED STATES
SKYW,Industrials,,,,,,UNITED STATES
SKYX,Industrials,,,,,,UNITED STATES
SLAB,Technology,,,,,,UNITED STATES
SLAI,Technology,,,,,,UNITED STATES
SLB,Energy,,,,,,UNITED STATES
SLDB,Healthcare,,,,,,UNITED STATES
SLDE,Financial Services,,,,,,UNITED STATES
SLDP,Consumer Cyclical,,,,,,UNITED STATES
SLDPW,Consumer Cyclical,,,,,,UNITED STATES
SLE,Communication Services,,,,,,UNITED STATES
SLF,Financial Services,,,,,,CANADA
SLG,Real Estate,,,,,,UNITED STATES
SLGB,Industrials,,,,,,HONG KONG
SLGL,Healthcare,,,,,,ISRAEL
SLGN,Consumer Cyclical,,,,,,UNITED STATES
SLI,Basic Materials,,,,,,CANADA
SLM,Financial Services,,,,,,UNITED STATES
SLMBP,Financial Services,,,,,,UNITED STATES
SLMT,Communication Services,,,,,,IRELAND
SLN,Healthcare,,,,,,UNITED KINGDOM
SLND,Industrials,,,,,,UNITED STATES
SLNG,Energy,,,,,,UNITED STATES
SLNH,Financial Services,,,,,,UNITED STATES
SLNHP,Financial Services,,,,,,UNITED STATES
SLNO,Healthcare,,,,,,UNITED STATES
SLP,Healthcare,,,,,,UNITED STATES
SLQT,Financial Services,,,,,,UNITED STATES
SLRC,Financial Services,,,,,,UNITED STATES
SLRX,Healthcare,,,,,,UNITED STATES
SLS,Healthcare,,,,,,UNITED STATES
SLSN,Consumer Defensive,,,,,,UNITED STATES
SLVM,Basic Materials,,,,,,UNITED STATES
SLXN,Healthcare,,,,,,ISRAEL
SLXNW,Healthcare,,,,,,ISRAEL
SM,Energy,,,,,,UNITED STATES
SMA,Real Estate,,,,,,UNITED STATES
SMBC,Financial Services,,,,,,UNITED STATES
SMBK,Financial Services,,,,,,UNITED STATES
SMC,Energy,,,,,,UNITED STATES
SMCI,Technology,,,,,,UNITED STATES
SMFG,Financial Services,,,,,,JAPAN
SMG,Basic Materials,,,,,,UNITED STATES
SMHI,Industrials,,,,,,UNITED STATES
SMID,Basic Materials,,,,,,UNITED STATES
SMLR,Healthcare,,,,,,UNITED STATES
SMMT,Healthcare,,,,,,UNITED STATES
SMP,Consumer Cyclical,,,,,,UNITED STATES
SMPL,Consumer Defensive,,,,,,UNITED STATES
SMR,Industrials,,,,,,UNITED STATES
SMRT,Technology,,,,,,UNITED STATES
SMSI,Technology,,,,,,UNITED STATES
SMTC,Technology,,,,,,UNITED STATES
SMTI,Healthcare,,,,,,UNITED STATES
SMWB,Technology,,,,,,ISRAEL
SMX,Industrials,,,,,,IRELAND
SMXT,Technology,,,,,,UNITED STATES
SMXWW,Industrials,,,,,,IRELAND
SN,Consumer Cyclical,,,,,,UNITED STATES
SNA,Industrials,,,,,,UNITED STATES
SNAL,Communication Services,,,,,,UNITED STATES
SNAP,Communication Services,,,,,,UNITED STATES
SNBR,Consumer Cyclical,,,,,,UNITED STATES
SNCR,Technology,,,,,,UNITED STATES
SNCY,Industrials,,,,,,UNITED STATES
SND,Energy,,,,,,UNITED STATES
SNDA,Healthcare,,,,,,UNITED STATES
SNDK,Technology,,,,,,UNITED STATES
SNDL,Consumer Defensive,,,,,,CANADA
SNDR,Industrials,,,,,,UNITED STATES
SNDX,Healthcare,,,,,,UNITED STATES
SNES,Basic Materials,,,,,,UNITED STATES
SNEX,Financial Services,,,,,,UNITED STATES
SNFCA,Financial Services,,,,,,UNITED STATES
SNGX,Healthcare,,,,,,UNITED STATES
SNN,Healthcare,,,,,,UNITED KINGDOM
SNOA,Healthcare,,,,,,UNITED STATES
SNOW,Technology,,,,,,UNITED STATES
SNPS,Technology,,,,,,UNITED STATES
SNSE,Healthcare,,,,,,UNITED STATES
SNT,Industrials,,,,,,CANADA
SNTG,Financial Services,,,,,,CHINA
SNTI,Healthcare,,,,,,UNITED STATES
SNV,Financial Services,,,,,,UNITED STATES
SNX,Technology,,,,,,UNITED STATES
SNY,Healthcare,,,,,,FRANCE
SNYR,Healthcare,,,,,,UNITED STATES
SO,Utilities,,,,,,UNITED STATES
SOAR,Industrials,,,,,,UNITED STATES
SOBR,Technology,,,,,,UNITED STATES
SOC,Energy,,,,,,UNITED STATES
SOCA,Financial Services,,,,,,UNITED STATES
SOCAU,Financial Services,,,,,,UNITED STATES
SOCAW,Financial Services,,,,,,UNITED STATES
SOFI,Financial Services,,,,,,UNITED STATES
SOGP,Communication Services,,,,,,SINGAPORE
SOHO,Real Estate,,,,,,UNITED STATES
SOHOB,Real Estate,,,,,,UNITED STATES
SOHON,Real Estate,,,,,,UNITED STATES
SOHOO,Real Estate,,,,,,UNITED STATES
SOHU,Communication Services,,,,,,CHINA
SOL,Technology,,,,,,UNITED STATES
SOLS,Technology,,,,,,UNITED STATES
SOLSV,Technology,,,,,,UNITED STATES
SOLV,Healthcare,,,,,,UNITED STATES
SON,Consumer Cyclical,,,,,,UNITED STATES
SOND,Consumer Cyclical,,,,,,UNITED STATES
SONDW,Consumer Cyclical,,,,,,UNITED STATES
SONM,Technology,,,,,,UNITED STATES
SONN,Healthcare,,,,,,UNITED STATES
SONO,Technology,,,,,,UNITED STATES
SONY,Technology,,,,,,JAPAN
SOPA,Communication Services,,,,,,SINGAPORE
SOPH,Healthcare,,,,,,SWITZERLAND
SORA,Consumer Cyclical,,,,,,HONG KONG
SOTK,Technology,,,,,,UNITED STATES
SOUN,Technology,,,,,,UNITED STATES
SOUNW,Technology,,,,,,UNITED STATES
SPAI,Industrials,,,,,,UNITED STATES
SPB,Consumer Defensive,,,,,,UNITED STATES
SPCB,Industrials,,,,,,ISRAEL
SPCE,Industrials,,,,,,UNITED STATES
SPCT,,,,,,,UNITED STATES
SPEG,Financial Services,,,,,,UNITED STATES
SPEGU,Financial Services,,,,,,UNITED STATES
